time;gFx;gFy;gFz;TgF
2,021922;0,0985;0,0937;0,8888;0,899
2,022849;0,1405;0,1088;0,9247;0,942
2,023973;0,1386;0,1164;0,9587;0,976
2,026370;0,1190;0,1159;0,9379;0,953
2,030882;0,1437;0,1347;0,9203;0,941
2,033429;0,1650;0,1421;0,9035;0,929
2,033741;0,1897;0,1443;0,8665;0,899
2,037073;0,2256;0,1587;0,9135;0,954
2,039132;0,2456;0,1697;0,9580;1,003
2,041609;0,2283;0,1580;0,9318;0,972
2,043757;0,1943;0,1399;0,8861;0,918
2,046146;0,1950;0,1328;0,8651;0,897
2,049900;0,2117;0,1274;0,8790;0,913
2,051595;0,2474;0,1352;0,9208;0,963
2,055492;0,2530;0,1279;0,9159;0,959
2,056787;0,3002;0,1328;0,9159;0,973
2,059231;0,3219;0,1360;0,9225;0,986
2,062251;0,3473;0,1311;0,9147;0,987
2,064512;0,3938;0,1489;0,9418;1,032
2,066496;0,4121;0,1526;0,9699;1,065
2,074303;0,3605;0,1382;0,8944;0,974
2,074897;0,3253;0,1167;0,8228;0,892
2,075194;0,3263;0,1233;0,8651;0,933
2,077288;0,3537;0,1384;0,9560;1,029
2,079138;0,3742;0,1489;0,9758;1,056
2,081319;0,3813;0,1492;0,9328;1,019
2,083508;0,3852;0,1580;0,9294;1,018
2,087167;0,3583;0,1560;0,9399;1,018
2,088877;0,3006;0,1279;0,9071;0,964
2,091676;0,2195;0,0844;0,8177;0,851
2,095400;0,2271;0,0695;0,8123;0,846
2,096326;0,2894;0,0773;0,9032;0,952
2,099856;0,3358;0,0937;0,9841;1,044
2,104692;0,3662;0,0983;1,0061;1,075
2,105638;0,3715;0,0944;0,9472;1,022
2,107460;0,3248;0,0883;0,8753;0,938
2,109500;0,3087;0,0900;0,8045;0,866
2,111414;0,3806;0,1159;0,8558;0,944
2,114010;0,4490;0,1384;0,9753;1,083
2,117304;0,4676;0,1413;1,0137;1,125
2,120168;0,4322;0,1367;0,9457;1,049
2,124680;0,3948;0,1198;0,8643;0,958
2,125736;0,3982;0,1228;0,8414;0,939
2,129266;0,4500;0,1365;0,8661;0,985
2,129988;0,4828;0,1409;0,9308;1,058
2,131312;0,4764;0,1377;0,9526;1,074
2,133656;0,4678;0,1323;0,9286;1,048
2,136843;0,4740;0,1179;0,9059;1,029
2,140443;0,4627;0,1052;0,9037;1,021
2,141573;0,4556;0,1086;0,8915;1,007
2,143439;0,4566;0,1159;0,9017;1,017
2,146038;0,4615;0,1267;0,9594;1,072
2,148520;0,4590;0,1196;0,9785;1,087
2,152405;0,4676;0,1005;0,9450;1,059
2,156331;0,5138;0,1005;0,9362;1,073
2,157258;0,5074;0,0993;0,9423;1,075
2,159527;0,4498;0,0912;0,9054;1,015
2,161629;0,4202;0,0893;0,8585;0,960
2,163729;0,4524;0,0991;0,9032;1,015
2,165896;0,4759;0,1145;0,9553;1,073
2,168572;0,4766;0,1154;0,9528;1,072
2,171681;0,4632;0,1130;0,9404;1,054
2,173717;0,3860;0,0978;0,9091;0,992
2,176976;0,4055;0,1008;0,9037;0,996
2,178736;0,4427;0,1105;0,9426;1,047
2,181675;0,3877;0,0927;0,9057;0,989
2,183200;0,3754;0,0956;0,8558;0,939
2,187976;0,3984;0,1017;0,8810;0,972
2,189125;0,3938;0,0871;0,9316;1,015
2,191288;0,4014;0,0783;0,9409;1,026
2,193669;0,4348;0,0898;0,9135;1,016
2,196665;0,3965;0,0863;0,8323;0,926
2,198921;0,4055;0,0866;0,8375;0,934
2,201044;0,4388;0,0837;0,9262;1,028
2,204618;0,4488;0,0702;0,9299;1,035
2,207508;0,4686;0,0834;0,9037;1,021
2,208948;0,4808;0,1013;0,8915;1,018
2,211753;0,5040;0,1108;0,8922;1,031
2,215626;0,5158;0,1083;0,9401;1,078
2,216017;0,5280;0,1044;0,9675;1,107
2,219333;0,4788;0,0807;0,8956;1,019
2,222204;0,4529;0,0634;0,8485;0,964
2,224758;0,4696;0,0573;0,8739;0,994
2,227099;0,4759;0,0580;0,9233;1,040
2,229232;0,5194;0,0790;0,9435;1,080
2,231598;0,5568;0,0991;0,9545;1,110
2,233363;0,5282;0,0881;0,9355;1,078
2,237002;0,4857;0,0775;0,9083;1,033
2,238813;0,5089;0,0790;0,9257;1,059
2,241603;0,5008;0,0905;0,9675;1,093
2,243563;0,5052;0,1025;0,9910;1,117
2,246263;0,5126;0,1206;0,9763;1,109
2,249968;0,4615;0,1140;0,9220;1,037
2,251575;0,4363;0,0961;0,8829;0,990
2,254734;0,4397;0,0895;0,9103;1,015
2,257189;0,4517;0,0810;0,9399;1,046
2,259166;0,4564;0,0739;0,9504;1,057
2,262294;0,4378;0,0641;0,9418;1,041
2,263796;0,4062;0,0472;0,9088;0,997
2,267634;0,3852;0,0384;0,8778;0,959
2,270729;0,4031;0,0350;0,8766;0,965
2,271631;0,4212;0,0384;0,8873;0,983
2,274381;0,4243;0,0453;0,9025;0,998
2,276757;0,4126;0,0480;0,9125;1,003
2,279032;0,3999;0,0423;0,9171;1,001
2,281258;0,4285;0,0482;0,9347;1,029
2,283817;0,4397;0,0433;0,9482;1,046
2,287936;0,4214;0,0379;0,9325;1,024
2,289959;0,4241;0,0397;0,9101;1,005
2,291285;0,4224;0,0453;0,9321;1,024
2,293653;0,4070;0,0458;0,9450;1,030
2,296552;0,4102;0,0587;0,9428;1,030
2,298565;0,4089;0,0607;0,9404;1,027
2,300911;0,4246;0,0695;0,9411;1,035
2,306821;0,4312;0,0734;0,9333;1,031
2,307913;0,4106;0,0673;0,8932;0,985
2,308489;0,4006;0,0646;0,8602;0,951
2,311528;0,4141;0,0668;0,8717;0,967
2,313873;0,4314;0,0785;0,9176;1,017
2,315913;0,4439;0,0832;0,9560;1,057
2,321416;0,4495;0,0827;0,9575;1,061
2,324232;0,4263;0,0741;0,9413;1,036
2,324789;0,3974;0,0648;0,9118;0,997
2,325932;0,3852;0,0609;0,8746;0,958
2,329563;0,3994;0,0653;0,8983;0,985
2,331598;0,4131;0,0678;0,9220;1,013
2,333129;0,3933;0,0480;0,9457;1,025
2,336573;0,3696;0,0353;0,9729;1,041
2,341356;0,3576;0,0304;0,9416;1,008
2,342042;0,3718;0,0389;0,9081;0,982
2,343472;0,3803;0,0370;0,9157;0,992
2,345794;0,3879;0,0299;0,9228;1,001
2,348939;0,3950;0,0225;0,9118;0,994
2,351366;0,4168;0,0223;0,9088;1,000
2,354727;0,4400;0,0279;0,8907;0,994
2,358307;0,4304;0,0240;0,8702;0,971
2,359126;0,4329;0,0269;0,8680;0,970
2,361797;0,4444;0,0279;0,8849;0,991
2,363822;0,4348;0,0196;0,9039;1,003
2,365693;0,4280;0,0235;0,9096;1,006
2,368267;0,4234;0,0243;0,9115;1,005
2,371138;0,4346;0,0355;0,9223;1,020
2,374185;0,4434;0,0387;0,9352;1,036
2,376125;0,4456;0,0377;0,9396;1,041
2,378328;0,4468;0,0331;0,9306;1,033
2,381224;0,4351;0,0323;0,9147;1,013
2,383221;0,4224;0,0301;0,9130;1,006
2,387667;0,4366;0,0111;0,9328;1,030
2,390856;0,4466;-0,0024;0,9570;1,056
2,391836;0,4417;-0,0100;0,9484;1,046
2,393414;0,4314;-0,0149;0,9223;1,018
2,396923;0,4106;-0,0329;0,8954;0,986
2,398297;0,3916;-0,0503;0,8729;0,958
2,401139;0,3860;-0,0540;0,8499;0,935
2,404077;0,3948;-0,0417;0,8521;0,940
2,406112;0,3884;-0,0376;0,8741;0,957
2,408528;0,3803;-0,0268;0,9108;0,987
2,411155;0,3742;-0,0114;0,9433;1,015
2,413079;0,3701;-0,0166;0,9670;1,036
2,416256;0,3877;-0,0073;1,0020;1,074
2,418171;0,4209;0,0084;1,0012;1,086
2,420972;0,4654;0,0262;0,9868;1,091
2,423534;0,4720;0,0252;0,9655;1,075
2,426052;0,4471;0,0101;0,9511;1,051
2,428131;0,4356;0,0157;0,9299;1,027
2,431730;0,4336;0,0186;0,9103;1,008
2,433029;0,4339;0,0162;0,9211;1,018
2,439817;0,4040;-0,0156;0,9274;1,012
2,441246;0,4026;-0,0349;0,9120;0,998
2,441950;0,4092;-0,0356;0,8903;0,980
2,443606;0,4317;-0,0244;0,8692;0,971
2,446805;0,4282;-0,0215;0,8617;0,962
2,448626;0,4141;-0,0378;0,8751;0,969
2,454201;0,4192;-0,0381;0,8854;0,980
2,455793;0,4483;-0,0195;0,8800;0,988
2,456521;0,4669;-0,0078;0,8810;0,997
2,460030;0,4632;-0,0144;0,9064;1,018
2,462170;0,4544;-0,0202;0,9389;1,043
2,464292;0,4466;-0,0281;0,9626;1,062
2,466841;0,3965;-0,0862;0,9462;1,030
2,468660;0,3698;-0,1205;0,9345;1,012
2,471895;0,3715;-0,1359;0,9379;1,018
2,474382;0,3913;-0,1381;0,9883;1,072
2,475824;0,4231;-0,1187;0,9919;1,085
2,478909;0,4346;-0,0970;0,9746;1,071
2,482029;0,4304;-0,0762;0,9550;1,050
2,483118;0,4339;-0,0540;0,9465;1,043
2,487025;0,4559;-0,0307;0,9536;1,057
2,488421;0,5057;0,0003;0,9712;1,095
2,492420;0,5732;0,0316;0,9729;1,130
2,493497;0,6306;0,0624;0,9717;1,160
2,497961;0,6429;0,0670;0,9450;1,145
2,498377;0,6135;0,0639;0,8932;1,085
2,501965;0,5568;0,0536;0,8470;1,015
2,505207;0,5270;0,0458;0,8235;0,979
2,507113;0,5084;0,0431;0,8093;0,957
2,509455;0,4757;0,0335;0,8194;0,948
2,511774;0,4461;0,0179;0,8421;0,953
2,513218;0,4292;0,0030;0,8643;0,965
2,517879;0,4141;-0,0075;0,8697;0,963
2,518272;0,4023;-0,0195;0,8829;0,970
2,521817;0,3904;-0,0290;0,8991;0,981
2,524664;0,3703;-0,0452;0,9208;0,994
2,526022;0,3542;-0,0554;0,9289;0,996
2,528353;0,3410;-0,0696;0,9174;0,981
2,531274;0,3327;-0,0816;0,9093;0,972
2,533060;0,3195;-0,0960;0,9154;0,974
2,538866;0,3151;-0,1051;0,9272;0,985
2,540425;0,3180;-0,1038;0,9418;0,999
2,543532;0,3085;-0,1134;0,9565;1,011
2,544275;0,3033;-0,1175;0,9555;1,009
2,546400;0,3031;-0,1139;0,9443;0,998
2,548335;0,3060;-0,1146;0,9330;0,989
2,551323;0,3082;-0,1161;0,9237;0,981
2,555687;0,3258;-0,1046;0,9181;0,980
2,558528;0,3270;-0,1029;0,9211;0,983
2,559541;0,3170;-0,1151;0,9203;0,980
2,561346;0,3156;-0,1244;0,9189;0,979
2,562934;0,3114;-0,1288;0,9091;0,970
2,566348;0,3104;-0,1207;0,8846;0,945
2,567940;0,3173;-0,1124;0,8817;0,944
2,574382;0,3226;-0,1019;0,8961;0,958
2,575680;0,3288;-0,0892;0,9123;0,974
2,576092;0,3427;-0,0735;0,9274;0,991
2,578980;0,3498;-0,0618;0,9455;1,010
2,581241;0,3292;-0,0637;0,9396;0,998
2,582900;0,3307;-0,0532;0,9240;0,983
2,585726;0,3772;-0,0271;0,9267;1,001
2,590993;0,4150;-0,0134;0,9418;1,029
2,592282;0,4378;-0,0151;0,9497;1,046
2,593219;0,4432;-0,0129;0,9362;1,036
2,595562;0,4400;-0,0251;0,9369;1,035
2,599229;0,4168;-0,0508;0,9299;1,020
2,600829;0,4192;-0,0520;0,9169;1,010
2,603663;0,4383;-0,0437;0,9213;1,021
2,606958;0,4539;-0,0415;0,9272;1,033
2,608043;0,4620;-0,0371;0,9384;1,047
2,611279;0,4468;-0,0398;0,9531;1,053
2,612947;0,4302;-0,0481;0,9201;1,017
2,615858;0,4229;-0,0574;0,8939;0,991
2,617761;0,4304;-0,0574;0,8780;0,980
2,621913;0,4444;-0,0508;0,8839;0,991
2,623763;0,4451;-0,0510;0,9066;1,011
2,626023;0,4502;-0,0532;0,9211;1,027
2,628142;0,4500;-0,0537;0,9179;1,024
2,631476;0,4488;-0,0576;0,9130;1,019
2,632921;0,4370;-0,0674;0,9147;1,016
2,637059;0,4361;-0,0745;0,9098;1,012
2,639701;0,4312;-0,0696;0,9076;1,007
2,641150;0,4370;-0,0603;0,9149;1,016
2,642965;0,4395;-0,0584;0,9409;1,040
2,645928;0,4432;-0,0564;0,9567;1,056
2,648016;0,4307;-0,0601;0,9509;1,046
2,650608;0,4251;-0,0530;0,9506;1,043
2,653936;0,4221;-0,0615;0,9389;1,031
2,656007;0,4114;-0,0689;0,9211;1,011
2,658063;0,4175;-0,0635;0,9149;1,008
2,661116;0,4199;-0,0623;0,9245;1,017
2,662831;0,4212;-0,0603;0,9391;1,031
2,665814;0,4397;-0,0642;0,9362;1,036
2,667952;0,4605;-0,0635;0,9154;1,027
2,670607;0,4586;-0,0598;0,9025;1,014
2,673430;0,4671;-0,0606;0,8883;1,005
2,675564;0,4754;-0,0584;0,8895;1,010
2,679245;0,4810;-0,0593;0,8895;1,013
2,680659;0,4891;-0,0596;0,8959;1,022
2,683149;0,4879;-0,0557;0,8939;1,020
2,686952;0,4759;-0,0647;0,8873;1,009
2,688319;0,4688;-0,0620;0,8773;0,997
2,690782;0,4644;-0,0618;0,8673;0,986
2,693138;0,4436;-0,0635;0,8477;0,959
2,695579;0,4172;-0,0694;0,8338;0,935
2,698220;0,3972;-0,0762;0,8521;0,943
2,701001;0,3906;-0,0774;0,8812;0,967
2,705788;0,3850;-0,0787;0,9181;0,999
2,706801;0,3754;-0,0818;0,9433;1,019
2,708070;0,3510;-0,0960;0,9602;1,027
2,710878;0,3422;-0,1038;0,9758;1,039
2,712783;0,3461;-0,1055;0,9915;1,055
2,716606;0,3556;-0,1082;0,9993;1,066
2,717923;0,3593;-0,1139;0,9971;1,066
2,720463;0,3698;-0,1107;0,9824;1,056
2,722953;0,3693;-0,1087;0,9582;1,033
2,725359;0,3605;-0,1146;0,9350;1,009
2,727995;0,3703;-0,1195;0,9008;0,981
2,730494;0,4043;-0,1187;0,8709;0,968
2,733992;0,4297;-0,1207;0,8409;0,952
2,738603;0,4466;-0,1214;0,8345;0,954
2,739502;0,4493;-0,1178;0,8585;0,976
2,741686;0,4395;-0,1126;0,8966;1,005
2,744281;0,4422;-0,1058;0,9257;1,031
2,746636;0,4317;-0,1048;0,9499;1,049
2,749522;0,4018;-0,1097;0,9834;1,068
2,750558;0,3908;-0,1151;1,0127;1,092
2,754203;0,3752;-0,1214;1,0274;1,100
2,755637;0,3569;-0,1337;1,0235;1,092
2,759987;0,3596;-0,1305;1,0100;1,080
2,760590;0,3713;-0,1275;0,9836;1,059
2,764545;0,3603;-0,1283;0,9553;1,029
2,766209;0,3400;-0,1327;0,9272;0,996
2,768865;0,3356;-0,1371;0,8998;0,970
2,771939;0,3224;-0,1410;0,8778;0,946
2,774018;0,3141;-0,1400;0,8565;0,923
2,775435;0,3011;-0,1415;0,8577;0,920
2,778128;0,2852;-0,1447;0,8568;0,915
2,782204;0,2742;-0,1410;0,8467;0,901
2,783403;0,2608;-0,1493;0,8502;0,902
2,785488;0,2283;-0,1637;0,8555;0,900
2,787987;0,2310;-0,1649;0,8724;0,917
2,791594;0,2398;-0,1635;0,9005;0,946
2,793942;0,2779;-0,1500;0,9294;0,982
2,795458;0,3072;-0,1393;0,9592;1,017
2,798447;0,3019;-0,1439;0,9621;1,019
2,802198;0,3085;-0,1466;0,9457;1,006
2,805383;0,3383;-0,1471;0,9159;0,987
2,806211;0,3615;-0,1305;0,9059;0,984
2,808893;0,3732;-0,1253;0,9142;0,995
2,811295;0,3828;-0,1297;0,9443;1,027
2,812868;0,3725;-0,1212;0,9665;1,043
2,817249;0,3659;-0,1202;0,9384;1,014
2,818578;0,4124;-0,1236;0,8670;0,968
2,823656;0,4715;-0,1439;0,7986;0,938
2,825089;0,5275;-0,1669;0,7524;0,934
2,825907;0,5844;-0,1664;0,7663;0,978
2,828167;0,6001;-0,1547;0,8313;1,037
2,830727;0,6018;-0,1378;0,9120;1,101
2,832639;0,5813;-0,1324;0,9849;1,151
2,841764;0,5507;-0,1268;1,0357;1,180
2,842837;0,5387;-0,1227;1,0736;1,207
2,843179;0,5241;-0,1185;1,1112;1,234
2,843452;0,4938;-0,1268;1,1430;1,252
2,845574;0,4894;-0,1366;1,1249;1,234
2,847718;0,4691;-0,1649;1,0606;1,171
2,851501;0,4314;-0,1838;0,9802;1,087
2,853907;0,4172;-0,1916;0,8929;1,004
2,857979;0,4180;-0,1894;0,8179;0,938
2,858560;0,4378;-0,1816;0,7859;0,918
2,859982;0,4388;-0,1818;0,7881;0,920
2,862555;0,4402;-0,1823;0,8093;0,939
2,864961;0,4324;-0,1816;0,8345;0,957
2,867599;0,4158;-0,1791;0,8548;0,967
2,871041;0,4141;-0,1676;0,8834;0,990
2,873924;0,4133;-0,1588;0,9154;1,017
2,875412;0,4190;-0,1415;0,9460;1,044
2,878811;0,4221;-0,1356;0,9721;1,068
2,880232;0,4309;-0,1339;0,9851;1,084
2,882409;0,4331;-0,1307;0,9827;1,082
2,887868;0,4368;-0,1273;0,9721;1,073
2,888660;0,4361;-0,1283;0,9550;1,058
2,890910;0,4253;-0,1312;0,9655;1,063
2,893184;0,3314;-0,1603;1,0225;1,087
2,895277;0,3422;-0,1522;1,0020;1,070
2,898627;0,3728;-0,1403;0,9379;1,019
2,901076;0,3703;-0,1434;0,8981;0,982
2,903785;0,3723;-0,1454;0,8683;0,956
2,905620;0,3796;-0,1395;0,8499;0,941
2,908058;0,3899;-0,1317;0,8379;0,934
2,910331;0,3926;-0,1239;0,8291;0,926
2,913959;0,3855;-0,1214;0,8225;0,916
2,916075;0,3894;-0,1190;0,8211;0,916
2,918327;0,3864;-0,1253;0,8367;0,930
2,924120;0,3852;-0,1290;0,8577;0,949
2,924572;0,3884;-0,1351;0,8871;0,978
2,926308;0,3872;-0,1400;0,9162;1,004
2,928261;0,4009;-0,1422;0,9391;1,031
2,930857;0,4028;-0,1464;0,9611;1,052
2,933059;0,3884;-0,1530;0,9761;1,062
2,935196;0,3916;-0,1539;0,9770;1,064
2,940002;0,3960;-0,1564;0,9778;1,066
2,940488;0,3970;-0,1539;0,9773;1,066
2,942607;0,3952;-0,1486;0,9719;1,060
2,946885;0,3730;-0,1476;0,9629;1,043
2,948461;0,3454;-0,1542;0,9460;1,019
2,949816;0,3410;-0,1598;0,9284;1,002
2,953942;0,3627;-0,1566;0,9025;0,985
2,955582;0,3676;-0,1588;0,8859;0,972
2,958092;0,3948;-0,1549;0,8795;0,976
2,960155;0,4473;-0,1547;0,8790;0,998
2,963708;0,4984;-0,1583;0,8639;1,010
2,966407;0,5140;-0,1652;0,8313;0,991
2,968227;0,5013;-0,1838;0,7964;0,959
2,971710;0,4810;-0,2072;0,7719;0,933
2,973457;0,4456;-0,2177;0,7854;0,929
2,976297;0,3923;-0,2085;0,8377;0,948
2,978358;0,3505;-0,1921;0,9264;1,009
2,982166;0,3368;-0,1818;1,0242;1,093
2,982733;0,3442;-0,1730;1,0826;1,149
2,986997;0,3574;-0,1733;1,0922;1,162
2,988101;0,3718;-0,1845;1,0643;1,142
2,990566;0,3845;-0,1987;1,0340;1,121
2,994297;0,3860;-0,2126;1,0076;1,100
2,995192;0,3706;-0,2290;0,9873;1,079
2,999745;0,3569;-0,2263;0,9609;1,050
3,001062;0,3493;-0,2285;0,9259;1,016
3,005385;0,3437;-0,2300;0,8810;0,973
3,006152;0,3361;-0,2344;0,8463;0,940
3,009021;0,3156;-0,2368;0,8250;0,914
3,011470;0,3134;-0,2317;0,8504;0,935
3,012827;0,3107;-0,2268;0,8883;0,968
3,017530;0,2984;-0,2285;0,9181;0,992
3,017980;0,2916;-0,2373;0,9264;1,000
3,020587;0,2801;-0,2505;0,9255;0,999
3,023764;0,2742;-0,2559;0,9303;1,003
3,025540;0,2830;-0,2559;0,9479;1,022
3,027852;0,3053;-0,2459;0,9589;1,036
3,031536;0,3148;-0,2417;0,9763;1,054
3,033476;0,3158;-0,2410;0,9924;1,069
3,037602;0,3055;-0,2507;0,9912;1,067
3,038408;0,2777;-0,2532;0,9785;1,048
3,041901;0,2454;-0,2625;0,9614;1,026
3,043867;0,2156;-0,2781;0,9577;1,020
3,045549;0,1958;-0,2845;0,9523;1,013
3,047939;0,1897;-0,3001;0,9521;1,016
3,050565;0,2256;-0,2859;0,9206;0,990
3,057347;0,2674;-0,2676;0,8719;0,950
